"CTRIBUCODI","CTRIBUSIGL","CTPMERCODI","ETPMERDESC","CATIVICODI","EATIVIDESC","CTBATVVALO","CTBATVSITU"
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640210,SERVICOS DE QUIMIOTERAPIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4542101,REPRESENTANTES COM E AGENTES DO COM DE MOTOCIC E MOTONETAS PECAS E ACESSORIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4543900,MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4611700,REPRESENTANTES COM E AGENTES DO COM DE MATERIASPRIMAS AGRIC E ANIMAIS VIVOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4612500,REPRESENTANTES COM E AGENTES DO COM DE COMBUST MINERAIS PROD SIDER E QUIMICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4613300,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA MATDE CONST E FERRAGENS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4614100,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MAQ EQUIP EMBARC E AERONAVES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4615000,REPRESCOMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS MOVEIS E ARTIGOS DE USO DOMESTICO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4616800,REPRESENTANTES COM E AGENTES DO COM DE TEXTEIS VEST CALCADOS E ART DE VIAGEM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4617600,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PROD ALIMENT BEBIDAS E FUMO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3250706,SERVICOS DE PROTESE DENTARIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,230600,ATIVIDADES DE APOIO A PRODUCAO FLORESTAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,311604,ATIVIDADES DE APOIO A PESCA EM AGUA SALGADA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,322107,ATIVIDADES DE APOIO A AQUICULTURA EM AGUA DOCE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5250804,ORGANIZACAO LOGISTICA DO TRANSPORTE DE CARGA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4330403,OBRAS DE ACABAMENTO EM GESSO E ESTUQUE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2950600,RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,1340501,ESTAMPARIA E TEXTURIZACAO EM FIOS TECIDOS ARTEFATOS TEXTEIS E PECAS DO VESTUARIO,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,1340502,ALVEJAMENTO TINGIMENTO E TORCAO EM FIOS TECIDOS ARTEF TEXT E PECAS DO VESTUARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3317102,MANUTENCAO E REPARACAO DE EMBARCACOES PARA ESPORTE E LAZER,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,1413402,CONFECCAO SOB MEDIDA DE ROUPAS PROFISSIONAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3315500,MANUTENCAO E REPARACAO DE VEICULOS FERROVIARIOS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,1531902,ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3316301,MANUTENCAO E REPARACAO DE AERONAVES EXCETO A MANUTENCAO NA PISTA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4221904,CONSTRUCAO DE ESTACOES E REDES DE TELECOMUNICACOES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4221905,MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4322302,INSTALACAO E MANUTENCAO DE SIST CENTRAIS DE AR CONDIC DE VENTIL E REFRIGERACAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4322301,INSTALACOES HIDRAULICAS SANITARIAS E DE GAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4322303,INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4329104,MONTAG E INST DE SIST E EQUIP DE ILUM E SINALIZ EM VIAS PUBLICAS PORTOS E AEROPORTOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4329102,INSTALACAO DE EQUIPAMENTOS P ORIENTACAO A NAVEGACAO MARITIMA FLUVIAL E LACUSTRE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4329105,TRATAMENTOS TERMICOS ACUSTICOS OU DE VIBRACAO,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,1741901,FABRICACAO DE FORMULARIOS CONTINUOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4618499,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N ESP ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N ESPECIALIZADO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3329501,SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2399101,DECORACAO LAPIDACAO GRAVACAO VITRIF E OUT TRAB EM CERAM LOUCA VIDRO E CRISTAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3831901,RECUPERACAO DE SUCATAS DE ALUMINIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3831999,RECUPERACAO DE MATERIAIS METALICOS EXCETO ALUMINIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3839499,RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3312104,MANUTENCAO E REPARACAO DE EQUIPAMENTOS E INSTRUMENTOS OPTICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3520402,DISTRIBUICAO DE COMBUSTIVEIS GASOSOS POR REDES URBANAS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314703,MANUTENCAO E REPARACAO DE VALVULAS INDUSTRIAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4329101,INSTALACAO DE PAINEIS PUBLICITARIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4329199,OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2212900,REFORMA DE PNEUMATICOS USADOS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314704,MANUTENCAO E REPARACAO DE COMPRESSORES,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314705,MANUTENCAO E REPARACAO DE EQUIPAMENTOS DE TRANSMISSAO PARA FINS INDUSTRIAIS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314708,MANUTENCAO E REPARACAO DE MAQUINAS EQUIP E APAR P TRANSP E ELEVACAO DE CARGAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5310501,ATIVIDADES DO CORREIO NACIONAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5310502,ATIVIDADES DEFRANQUEADAS  DO CORREIO NACIONAL,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314713,MANUTENCAO E REPARACAO DE MAQUINASFERRAMENTA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6421200,BANCOS COMERCIAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6422100,BANCOS MULTIPLOS COM CARTEIRA COMERCIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6423900,CAIXAS ECONOMICAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6424701,BANCOS COOPERATIVOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6424703,COOPERATIVAS DE CREDITO MUTUO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6424704,COOPERATIVAS DE CREDITO RURAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6431000,BANCOS MULTIPLOS SEM CARTEIRA COMERCIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6432800,BANCOS DE INVESTIMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6433600,BANCOS DE DESENVOLVIMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8220200,ATIVIDADES DE TELEATENDIMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8299704,LEILOEIROS INDEPENDENTES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7410202,DESIGN DE INTERIORES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8230001,SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8291100,ATIVIDADES DE COBRANCA E INFORMACOES CADASTRAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7490102,ESCAFANDRIA E MERGULHO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8299799,OUTRAS ATIVIDADES DE SERVICOS PREST PRINCIPALMENTE AS EMPRESAS N ESP ANTERIORM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8412400,REGULACAO DAS ATIVIDADES DE SAUDE EDUCACAO SERVICOS CULTURAIS E OUT SERV SOCIAIS,,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1031700,FABRICACAO DE CONSERVAS DE FRUTAS,511.60,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314714,MANUTENCAO E REPARACAO DE MAQUINAS E EQUIP P A PROSPEC E EXTRACAO DE PETROLEO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8421300,RELACOES EXTERIORES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9329804,EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9321200,PARQUES DE DIVERSAO E PARQUES TEMATICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9329803,EXPLORACAO DE JOGOS DE SINUCA BILHAR E SIMILARES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9329899,OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9601701,LAVANDERIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9601703,TOALHEIROS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9602501,CABELEIREIROS MANICURE E PEDICURE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9603301,GESTAO E MANUTENCAO DE CEMITERIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9603302,SERVICOS DE CREMACAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9603303,SERVICOS DE SEPULTAMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9603304,SERVICOS DE FUNERARIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9603399,ATIVIDADES FUNERARIAS E SERVICOS RELACIONADOS NAO ESPECIFICADOS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1811302,IMPRESSAO DE LIVROS REVISTAS E OUTRAS PUBLICACOES PERIODICAS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314715,MANUTENCAO E REP DE MAQ E EQUIP P USO NA EXTR MINERAL EXC NA EXT DE PETROLEO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1412602,CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1413402,CONFECCAO SOB MEDIDA DE ROUPAS PROFISSIONAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1812100,IMPRESSAO DE MATERIAL DE SEGURANCA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1821100,SERVICOS DE PREIMPRESSAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1830001,REPRODUCAO DE SOM EM QUALQUER SUPORTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1830002,REPRODUCAO DE VIDEO EM QUALQUER SUPORTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,1830003,REPRODUCAO DE SOFTWARE EM QUALQUER SUPORTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8650003,ATIVIDADES DE PSICOLOGIA E PSICANALISE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8650004,ATIVIDADES DE FISIOTERAPIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8650006,ATIVIDADES DE FONOAUDIOLOGIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8650099,ATIVIDADES DE PROFISSIONAIS DA AREA DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8690901,ATIVIDADES DE PRATICAS INTEGRATIVAS E COMPLEMENTARES EM SAUDE HUMANA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8690902,ATIVIDADES DE BANCOS DE LEITE HUMANO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8630507,ATIVIDADES DE REPRODUCAO HUMANA ASSISTIDA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640214,SERVICOS DE BANCOS DE CELULAS E TECIDOS HUMANOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8622400,SERVICOS DE REMOCAO DE PACIENTES EXC OS SERV MOVEIS DE ATENDIMENTO A URGENCIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8690999,OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7500100,ATIVIDADES VETERINARIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8711502,INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8730101,ORFANATOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8730102,ALBERGUES ASSISTENCIAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8720499,ATIVID DE ASSIS PSICOSSOC E A SAUDE A POR DE DIS PSIQ DEF MENTAL E DEP QUIM N ESP ANT,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8730199,ATIVIDADES DE ASSISTENCIA SOCIAL PRESTEM RESIDENC COLET E PARTICULARES N ESP ANTER,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8720401,ATIVIDADES DE CENTROS DE ASSISTENCIA PSICOSSOCIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8800600,SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3811400,COLETA DE RESIDUOS NAOPERIGOSOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3821100,TRATAMENTO E DISPOSICAO DE RESIDUOS NAOPERIGOSOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3701100,GESTAO DE REDES DE ESGOTO,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314716,MANUTENCAO E REPARACAO DE TRATORES EXCETO AGRICOLAS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314717,MANUTENCAO E REPAR DE MAQ E EQUIP DE TERRAPLEN PAVIMENT E CONST EXC TRATORES,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314718,MANUTENCAO E REPARACAO DE MAQ P A IND METALURGICA EXC MAQUINASFERRAMENTA,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314721,MANUTENCAO E REP DE MAQ E APAR P A IND DE CELULOSE PAPEL E PAPELAO E ARTEFATOS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3314722,MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS PARA A INDUSTRIA DO PLASTICO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5112999,OUTROS SERVICOS DE TRANSPORTE AEREO DE PASSAGEIROS NAOREGULAR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4950700,TRENS TURISTICOS TELEFERICOS E SIMILARES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4940000,TRANSPORTE DUTOVIARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5011401,TRANSPORTE MARITIMO DE CABOTAGEM  CARGA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5012201,TRANSPORTE MARITIMO DE LONGO CURSO  CARGA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5022001,TRANSP POR NAVEG INTERIOR DE PASSAG EM LINHAS REGUL MUNICIPAL EXC TRAVESSIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5022002,TRANSP P NAV INTER DE PASSAG EM LINHAS REG INTERM INTEREST E INTERN EXC TRAVESSIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5021101,TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA MUNICIPAL EXCETO TRAVESSIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6491300,SOCIEDADES DE FOMENTO MERCANTIL  FACTORING,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6499904,CAIXAS DE FINANCIAMENTO DE CORPORACOES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6492100,SECURITIZACAO DE CREDITOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6437900,SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6450600,SOCIEDADES DE CAPITALIZACAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6499901,CLUBES DE INVESTIMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6499902,SOCIEDADES DE INVESTIMENTO,,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,2093200,FABRICACAO DE ADITIVOS DE USO INDUSTRIAL,511.60,A
2,ISS HOM,1,AUTONOMO NIVEL UNIVERSITARIO,7119704,SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6499999,OUTRAS ATIVIDADES DE SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6520100,SOCIEDADE SEGURADORA DE SEGUROSSAUDE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9512600,REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9529101,REPARACAO DE CALCADOS BOLSAS E ARTIGOS DE VIAGEM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9529102,CHAVEIROS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9529106,REPARACAO DE JOIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9529104,REPARACAO DE BICICLETAS TRICICLOS E OUTROS VEICULOS NAOMOTORIZADOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9529199,REPARACAO E MANUTEN DE OUT OBJ E EQUIP PESSOAIS E DOMEST N ESP ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5590601,ALBERGUES EXCETO ASSISTENCIAIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5590602,CAMPINGS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5590699,OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640212,SERVICOS DE HEMOTERAPIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640299,ATIVIDADES DE SERVICOS DE COMPLEMENTACAO DIAGNOSTICA E TERAPEUTICA N ESP ANTERI,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8650001,ATIVIDADES DE ENFERMAGEM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5212500,CARGA E DESCARGA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5211701,ARMAZENS GERAIS  EMISSAO DE WARRANT,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5211799,DEPOSITOS DE MERCADORIAS PARA TERCEIROS EXC ARMAZENS GERAIS E GUARDAMOVEIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5222200,TERMINAIS RODOVIARIOS E FERROVIARIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5221400,CONCESSIONARIAS DE RODOVIAS PONTES TUNEIS E SERVICOS RELACIONADOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5223100,ESTACIONAMENTO DE VEICULOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5229001,SERVICOS DE APOIO AO TRANSPORTE POR TAXI INCLUSIVE CENTRAIS DE CHAMADA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5229099,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES N ESPECIF ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5231102,ATIVIDADES DO OPERADOR PORTUARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5030101,NAVEGACAO DE APOIO MARITIMO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3317101,MANUTENCAO E REPARACAO DE EMBARCACOES E ESTRUTURAS FLUTUANTES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5239700,ATIVIDADES AUXILIARES DOS TRANSPORTES AQUAVIARIOS N ESPECIFICAD ANTERIORMENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5240101,OPERACAO DOS AEROPORTOS E CAMPOS DE ATERRISSAGEM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3316302,MANUTENCAO DE AERONAVES NA PISTA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640201,LABORATORIOS DE ANATOMIA PATOLOGICA E CITOLOGICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640202,LABORATORIOS CLINICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8640203,SERVICOS DE DIALISE E NEFROLOGIA,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,2539002,SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,2599302,SERVICOS DE CORTE E DOBRA DE METAIS,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,2599399,FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,2722802,RECONDICIONAMENTO DE BATERIAS E ACUMULADORES PARA VEICULOS AUTOMOTORES,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3250703,FAB DE APAR E UTENSIL P CORRECAO DE DEF FISICOS E APAR ORTOP EM GERAL S ENCOMEN,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3250706,SERVICOS DE PROTESE DENTARIA,,A
12,ISS MEI,1,AUTONOMO NIVEL UNIVERSITARIO,3312102,MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA TESTE E CONTROLE,,A
